project_id,month,change,rep,method,epoch,stress,raw_correct,raw_project_correct,accepted_correct,accepted_wrong,unfinished,project_correct,requirement_violations,dependency_inconsistencies,V,unaffected_artifacts,unnecessary_modifications,appendix_correct,calls,attempts,tokens,inference_seconds,wall_seconds,rounds,repair_repeats,direct_recipients,forwarded_messages,messages,checks,public_probe_executions,real_query_opportunities,user_changes,user_questions
eval_09_0,2011-09,period,0,broadcast,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,1,1,5,5,3813,10.27370456920471,11.741661107982509,2,1,4,0,5,90,30,2,1,0
eval_09_0,2011-09,period,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3100,7.785152668948285,9.04260357702151,2,1,3,0,4,78,26,1,1,0
eval_09_0,2011-09,period,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3097,7.754471532069147,8.865554971969686,2,1,2,2,4,78,26,1,1,0
eval_09_0,2011-09,period,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.03811171499546617,1,0,3,0,3,60,20,1,1,0
eval_09_0,2011-09,period,1,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2520,5.526618453091942,7.631913885008544,1,0,3,0,3,66,22,1,1,0
eval_09_0,2011-09,period,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2962,7.724073676159605,9.011612816015258,1,0,4,0,4,72,24,2,1,0
eval_09_0,2011-09,period,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2284,5.181365686119534,6.228626040974632,1,0,3,0,3,60,20,1,1,0
eval_09_0,2011-09,period,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2309,6.025714282994159,7.111881877994165,1,0,1,2,3,60,20,1,1,0
eval_09_0,2011-09,period,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.03649716707877815,1,0,3,0,3,60,20,1,1,0
eval_09_1,2011-09,known_customer,0,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3349,7.72291611705441,8.919817234040238,2,1,3,0,4,84,28,1,1,0
eval_09_1,2011-09,known_customer,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2866,7.4908846251200885,8.987857048981823,1,0,4,0,4,72,24,2,1,0
eval_09_1,2011-09,known_customer,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2214,5.2690372141078115,6.067926287068985,1,0,3,0,3,60,20,1,1,0
eval_09_1,2011-09,known_customer,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2216,5.526357868104242,6.3332207259954885,1,0,1,2,3,60,20,1,1,0
eval_09_1,2011-09,known_customer,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.03966491902247071,1,0,3,0,3,60,20,1,1,0
eval_09_1,2011-09,known_customer,1,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3350,7.616343423142098,8.69437309494242,2,1,3,0,4,84,28,1,1,0
eval_09_1,2011-09,known_customer,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2866,7.118282863986678,8.252653248026036,1,0,4,0,4,72,24,2,1,0
eval_09_1,2011-09,known_customer,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2214,5.631934351869859,6.89628880599048,1,0,3,0,3,60,20,1,1,0
eval_09_1,2011-09,known_customer,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2216,5.264526395010762,6.91293879202567,1,0,1,2,3,60,20,1,1,0
eval_09_1,2011-09,known_customer,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.03257156303152442,1,0,3,0,3,60,20,1,1,0
