method,budget,error_weight,metric,mean,lo,hi,dialogues
completion,4.0,2.0,correct,1.7604166666666667,1.6354166666666667,1.8645833333333333,48
completion,4.0,2.0,incorrect,0.020833333333333332,0.0,0.0625,48
completion,4.0,2.0,unfinished,0.21875,0.11458333333333333,0.3335937499999986,48
completion,4.0,2.0,questions,3.6875,3.5625,3.8125,48
completion,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
completion,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
completion,4.0,2.0,scope_questions,0.0,0.0,0.0,48
completion,4.0,2.0,predicted_benefit,1.4710419946791038,1.331075412700156,1.5986295521394114,48
completion,4.0,2.0,realized_benefit,1.34375,1.15625,1.5104166666666667,48
depth2,4.0,2.0,loss,0.10416666666666667,0.020833333333333332,0.22916666666666666,48
depth2,4.0,2.0,project_correct,0.9166666666666666,0.8333333333333334,0.9791666666666666,48
depth2,4.0,2.0,correct,1.9166666666666667,1.8333333333333333,1.9791666666666667,48
depth2,4.0,2.0,incorrect,0.020833333333333332,0.0,0.0625,48
depth2,4.0,2.0,unfinished,0.0625,0.0,0.125,48
depth2,4.0,2.0,questions,3.5416666666666665,3.3333333333333335,3.7291666666666665,48
depth2,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
depth2,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth2,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
depth2,4.0,2.0,scope_questions,0.0,0.0,0.0,48
depth2,4.0,2.0,predicted_benefit,1.5955883865697285,1.4791252602144236,1.7070207275502212,48
depth2,4.0,2.0,realized_benefit,1.5,1.3333333333333333,1.65625,48
depth3,4.0,2.0,loss,0.0625,0.0,0.16666666666666666,48
depth3,4.0,2.0,project_correct,0.9583333333333334,0.8958333333333334,1.0,48
depth3,4.0,2.0,correct,1.9583333333333333,1.8958333333333333,2.0,48
depth3,4.0,2.0,incorrect,0.020833333333333332,0.0,0.0625,48
depth3,4.0,2.0,unfinished,0.020833333333333332,0.0,0.0625,48
depth3,4.0,2.0,questions,3.6458333333333335,3.4791666666666665,3.7916666666666665,48
depth3,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
depth3,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth3,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
depth3,4.0,2.0,scope_questions,0.0,0.0,0.0,48
depth3,4.0,2.0,predicted_benefit,1.6315472906793176,1.5245970628039984,1.7316523797214805,48
depth3,4.0,2.0,realized_benefit,1.5416666666666667,1.3854166666666667,1.6875,48
full_history,4.0,2.0,loss,0.2916666666666667,0.125,0.5,48
full_history,4.0,2.0,project_correct,0.8541666666666666,0.75,0.9375,48
full_history,4.0,2.0,correct,1.8541666666666667,1.75,1.9375,48
full_history,4.0,2.0,incorrect,0.14583333333333334,0.0625,0.25,48
full_history,4.0,2.0,unfinished,0.0,0.0,0.0,48
full_history,4.0,2.0,questions,0.03125,0.0,0.08333333333333333,48
full_history,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
full_history,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
full_history,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
full_history,4.0,2.0,scope_questions,0.0,0.0,0.0,48
full_history,4.0,2.0,predicted_benefit,0.03125,0.0,0.08333333333333333,48
full_history,4.0,2.0,realized_benefit,0.03125,0.0,0.08333333333333333,48
generic2,4.0,2.0,loss,0.10416666666666667,0.020833333333333332,0.22916666666666666,48
generic2,4.0,2.0,project_correct,0.9166666666666666,0.8333333333333334,0.9791666666666666,48
generic2,4.0,2.0,correct,1.9166666666666667,1.8333333333333333,1.9791666666666667,48
generic2,4.0,2.0,incorrect,0.020833333333333332,0.0,0.0625,48
generic2,4.0,2.0,unfinished,0.0625,0.0,0.125,48
generic2,4.0,2.0,questions,3.5416666666666665,3.3333333333333335,3.7291666666666665,48
generic2,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
generic2,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
generic2,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
generic2,4.0,2.0,scope_questions,0.0,0.0,0.0,48
generic2,4.0,2.0,predicted_benefit,1.5955883865697285,1.4791252602144236,1.7070207275502212,48
generic2,4.0,2.0,realized_benefit,1.5,1.3333333333333333,1.65625,48
ideal_depth2,4.0,2.0,loss,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,project_correct,1.0,1.0,1.0,48
ideal_depth2,4.0,2.0,correct,2.0,2.0,2.0,48
ideal_depth2,4.0,2.0,incorrect,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,unfinished,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,questions,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,scope_questions,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,predicted_benefit,0.0,0.0,0.0,48
ideal_depth2,4.0,2.0,realized_benefit,0.0,0.0,0.0,48
no_scope,4.0,2.0,loss,0.10416666666666667,0.020833333333333332,0.22916666666666666,48
no_scope,4.0,2.0,project_correct,0.9166666666666666,0.8333333333333334,0.9791666666666666,48
no_scope,4.0,2.0,correct,1.9166666666666667,1.8333333333333333,1.9791666666666667,48
no_scope,4.0,2.0,incorrect,0.020833333333333332,0.0,0.0625,48
no_scope,4.0,2.0,unfinished,0.0625,0.0,0.125,48
no_scope,4.0,2.0,questions,3.5416666666666665,3.3333333333333335,3.7291666666666665,48
no_scope,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
no_scope,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
no_scope,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
no_scope,4.0,2.0,scope_questions,0.0,0.0,0.0,48
no_scope,4.0,2.0,predicted_benefit,1.5955883865697285,1.4791252602144236,1.7070207275502212,48
no_scope,4.0,2.0,realized_benefit,1.5,1.3333333333333333,1.65625,48
one_step,4.0,2.0,loss,0.75,0.5520833333333334,0.9479166666666666,48
one_step,4.0,2.0,project_correct,0.4479166666666667,0.3229166666666667,0.5833333333333334,48
one_step,4.0,2.0,correct,1.25,1.0520833333333333,1.4479166666666667,48
one_step,4.0,2.0,incorrect,0.0,0.0,0.0,48
one_step,4.0,2.0,unfinished,0.75,0.5520833333333334,0.9479166666666666,48
one_step,4.0,2.0,questions,2.1666666666666665,1.8020833333333333,2.5520833333333335,48
one_step,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
one_step,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
one_step,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
one_step,4.0,2.0,scope_questions,0.0,0.0,0.0,48
one_step,4.0,2.0,predicted_benefit,0.9371038226360927,0.7760500185909686,1.106410446200681,48
one_step,4.0,2.0,realized_benefit,0.8541666666666666,0.6666666666666666,1.0625,48
request_specific,4.0,2.0,loss,0.10416666666666667,0.020833333333333332,0.22916666666666666,48
request_specific,4.0,2.0,project_correct,0.9166666666666666,0.8333333333333334,0.9791666666666666,48
request_specific,4.0,2.0,correct,1.9166666666666667,1.8333333333333333,1.9791666666666667,48
request_specific,4.0,2.0,incorrect,0.020833333333333332,0.0,0.0625,48
request_specific,4.0,2.0,unfinished,0.0625,0.0,0.125,48
request_specific,4.0,2.0,questions,3.5416666666666665,3.3333333333333335,3.7291666666666665,48
request_specific,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
request_specific,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
request_specific,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
request_specific,4.0,2.0,scope_questions,0.0,0.0,0.0,48
request_specific,4.0,2.0,predicted_benefit,1.5955883865697285,1.4791252602144236,1.7070207275502212,48
request_specific,4.0,2.0,realized_benefit,1.5,1.3333333333333333,1.65625,48
semantic_memory,4.0,2.0,loss,0.1875,0.0625,0.3541666666666667,48
semantic_memory,4.0,2.0,project_correct,0.90625,0.8229166666666666,0.96875,48
semantic_memory,4.0,2.0,correct,1.8958333333333333,1.8020833333333333,1.96875,48
semantic_memory,4.0,2.0,incorrect,0.08333333333333333,0.020833333333333332,0.16666666666666666,48
semantic_memory,4.0,2.0,unfinished,0.020833333333333332,0.0,0.0625,48
semantic_memory,4.0,2.0,questions,2.2916666666666665,1.9895833333333333,2.6041666666666665,48
semantic_memory,4.0,2.0,repeated_questions,0.0,0.0,0.0,48
semantic_memory,4.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
semantic_memory,4.0,2.0,unresolved_responses,0.0,0.0,0.0,48
semantic_memory,4.0,2.0,scope_questions,0.0,0.0,0.0,48
semantic_memory,4.0,2.0,predicted_benefit,1.3371680846997134,1.184742693366364,1.4822411113966283,48
semantic_memory,4.0,2.0,realized_benefit,1.4166666666666667,1.25,1.5729166666666667,48
completion,6.0,2.0,loss,0.0,0.0,0.0,48
completion,6.0,2.0,project_correct,1.0,1.0,1.0,48
completion,6.0,2.0,correct,2.0,2.0,2.0,48
completion,6.0,2.0,incorrect,0.0,0.0,0.0,48
completion,6.0,2.0,unfinished,0.0,0.0,0.0,48
completion,6.0,2.0,questions,3.9791666666666665,3.7708333333333335,4.1875,48
completion,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
completion,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
completion,6.0,2.0,scope_questions,0.0,0.0,0.0,48
completion,6.0,2.0,predicted_benefit,1.7050351520593576,1.6014921214340356,1.798085542125317,48
completion,6.0,2.0,realized_benefit,1.6041666666666667,1.4375,1.7604166666666667,48
depth2,6.0,2.0,loss,0.0625,0.0,0.125,48
depth2,6.0,2.0,project_correct,0.9375,0.875,1.0,48
depth2,6.0,2.0,correct,1.9375,1.875,2.0,48
depth2,6.0,2.0,incorrect,0.0,0.0,0.0,48
depth2,6.0,2.0,unfinished,0.0625,0.0,0.125,48
depth2,6.0,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
depth2,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
depth2,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth2,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
depth2,6.0,2.0,scope_questions,0.0,0.0,0.0,48
depth2,6.0,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
depth2,6.0,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
depth3,6.0,2.0,loss,0.0,0.0,0.0,48
depth3,6.0,2.0,project_correct,1.0,1.0,1.0,48
depth3,6.0,2.0,correct,2.0,2.0,2.0,48
depth3,6.0,2.0,incorrect,0.0,0.0,0.0,48
depth3,6.0,2.0,unfinished,0.0,0.0,0.0,48
depth3,6.0,2.0,questions,3.9791666666666665,3.7708333333333335,4.1875,48
depth3,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
depth3,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth3,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
depth3,6.0,2.0,scope_questions,0.0,0.0,0.0,48
depth3,6.0,2.0,predicted_benefit,1.7050351520593576,1.6014921214340356,1.798085542125317,48
depth3,6.0,2.0,realized_benefit,1.6041666666666667,1.4375,1.7604166666666667,48
full_history,6.0,2.0,loss,0.2916666666666667,0.125,0.5,48
full_history,6.0,2.0,project_correct,0.8541666666666666,0.75,0.9375,48
full_history,6.0,2.0,correct,1.8541666666666667,1.75,1.9375,48
full_history,6.0,2.0,incorrect,0.14583333333333334,0.0625,0.25,48
full_history,6.0,2.0,unfinished,0.0,0.0,0.0,48
full_history,6.0,2.0,questions,0.03125,0.0,0.08333333333333333,48
full_history,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
full_history,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
full_history,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
full_history,6.0,2.0,scope_questions,0.0,0.0,0.0,48
full_history,6.0,2.0,predicted_benefit,0.03125,0.0,0.08333333333333333,48
full_history,6.0,2.0,realized_benefit,0.03125,0.0,0.08333333333333333,48
generic2,6.0,2.0,loss,0.0625,0.0,0.125,48
generic2,6.0,2.0,project_correct,0.9375,0.875,1.0,48
generic2,6.0,2.0,correct,1.9375,1.875,2.0,48
generic2,6.0,2.0,incorrect,0.0,0.0,0.0,48
generic2,6.0,2.0,unfinished,0.0625,0.0,0.125,48
generic2,6.0,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
generic2,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
generic2,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
generic2,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
generic2,6.0,2.0,scope_questions,0.0,0.0,0.0,48
generic2,6.0,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
generic2,6.0,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
ideal_depth2,6.0,2.0,loss,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,project_correct,1.0,1.0,1.0,48
ideal_depth2,6.0,2.0,correct,2.0,2.0,2.0,48
ideal_depth2,6.0,2.0,incorrect,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,unfinished,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,questions,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,scope_questions,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,predicted_benefit,0.0,0.0,0.0,48
ideal_depth2,6.0,2.0,realized_benefit,0.0,0.0,0.0,48
no_scope,6.0,2.0,loss,0.0625,0.0,0.125,48
no_scope,6.0,2.0,project_correct,0.9375,0.875,1.0,48
no_scope,6.0,2.0,correct,1.9375,1.875,2.0,48
no_scope,6.0,2.0,incorrect,0.0,0.0,0.0,48
no_scope,6.0,2.0,unfinished,0.0625,0.0,0.125,48
no_scope,6.0,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
no_scope,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
no_scope,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
no_scope,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
no_scope,6.0,2.0,scope_questions,0.0,0.0,0.0,48
no_scope,6.0,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
no_scope,6.0,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
one_step,6.0,2.0,loss,0.75,0.5520833333333334,0.9479166666666666,48
one_step,6.0,2.0,project_correct,0.4479166666666667,0.3229166666666667,0.5833333333333334,48
one_step,6.0,2.0,correct,1.25,1.0520833333333333,1.4479166666666667,48
one_step,6.0,2.0,incorrect,0.0,0.0,0.0,48
one_step,6.0,2.0,unfinished,0.75,0.5520833333333334,0.9479166666666666,48
one_step,6.0,2.0,questions,2.2604166666666665,1.8541666666666667,2.6979166666666665,48
one_step,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
one_step,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
one_step,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
one_step,6.0,2.0,scope_questions,0.0,0.0,0.0,48
one_step,6.0,2.0,predicted_benefit,0.9550351520593576,0.7900179142501019,1.1302663691833266,48
one_step,6.0,2.0,realized_benefit,0.8541666666666666,0.6666666666666666,1.0625,48
request_specific,6.0,2.0,loss,0.0625,0.0,0.125,48
request_specific,6.0,2.0,project_correct,0.9375,0.875,1.0,48
request_specific,6.0,2.0,correct,1.9375,1.875,2.0,48
request_specific,6.0,2.0,incorrect,0.0,0.0,0.0,48
request_specific,6.0,2.0,unfinished,0.0625,0.0,0.125,48
request_specific,6.0,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
request_specific,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
request_specific,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
request_specific,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
request_specific,6.0,2.0,scope_questions,0.0,0.0,0.0,48
request_specific,6.0,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
request_specific,6.0,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
semantic_memory,6.0,2.0,loss,0.16666666666666666,0.041666666666666664,0.3333333333333333,48
semantic_memory,6.0,2.0,project_correct,0.9270833333333334,0.8541666666666666,0.9791666666666666,48
semantic_memory,6.0,2.0,correct,1.9166666666666667,1.8333333333333333,1.9791666666666667,48
semantic_memory,6.0,2.0,incorrect,0.08333333333333333,0.020833333333333332,0.16666666666666666,48
semantic_memory,6.0,2.0,unfinished,0.0,0.0,0.0,48
semantic_memory,6.0,2.0,questions,2.3125,2.0,2.625,48
semantic_memory,6.0,2.0,repeated_questions,0.0,0.0,0.0,48
semantic_memory,6.0,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
semantic_memory,6.0,2.0,unresolved_responses,0.0,0.0,0.0,48
semantic_memory,6.0,2.0,scope_questions,0.0,0.0,0.0,48
semantic_memory,6.0,2.0,predicted_benefit,1.3580014180330469,1.207674018064305,1.5045866015631424,48
semantic_memory,6.0,2.0,realized_benefit,1.4375,1.2708333333333333,1.59375,48
completion,unlimited,2.0,loss,0.0,0.0,0.0,48
completion,unlimited,2.0,project_correct,1.0,1.0,1.0,48
completion,unlimited,2.0,correct,2.0,2.0,2.0,48
completion,unlimited,2.0,incorrect,0.0,0.0,0.0,48
completion,unlimited,2.0,unfinished,0.0,0.0,0.0,48
completion,unlimited,2.0,questions,3.9791666666666665,3.7708333333333335,4.1875,48
completion,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
completion,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
completion,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
completion,unlimited,2.0,predicted_benefit,1.7050351520593576,1.6014921214340356,1.798085542125317,48
completion,unlimited,2.0,realized_benefit,1.6041666666666667,1.4375,1.7604166666666667,48
depth2,unlimited,2.0,loss,0.0625,0.0,0.125,48
depth2,unlimited,2.0,project_correct,0.9375,0.875,1.0,48
depth2,unlimited,2.0,correct,1.9375,1.875,2.0,48
depth2,unlimited,2.0,incorrect,0.0,0.0,0.0,48
depth2,unlimited,2.0,unfinished,0.0625,0.0,0.125,48
depth2,unlimited,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
depth2,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
depth2,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth2,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
depth2,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
depth2,unlimited,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
depth2,unlimited,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
depth3,unlimited,2.0,loss,0.0,0.0,0.0,48
depth3,unlimited,2.0,project_correct,1.0,1.0,1.0,48
depth3,unlimited,2.0,correct,2.0,2.0,2.0,48
depth3,unlimited,2.0,incorrect,0.0,0.0,0.0,48
depth3,unlimited,2.0,unfinished,0.0,0.0,0.0,48
depth3,unlimited,2.0,questions,3.9791666666666665,3.7708333333333335,4.1875,48
depth3,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
depth3,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth3,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
depth3,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
depth3,unlimited,2.0,predicted_benefit,1.7050351520593576,1.6014921214340356,1.798085542125317,48
depth3,unlimited,2.0,realized_benefit,1.6041666666666667,1.4375,1.7604166666666667,48
full_history,unlimited,2.0,loss,0.2916666666666667,0.125,0.5,48
full_history,unlimited,2.0,project_correct,0.8541666666666666,0.75,0.9375,48
full_history,unlimited,2.0,correct,1.8541666666666667,1.75,1.9375,48
full_history,unlimited,2.0,incorrect,0.14583333333333334,0.0625,0.25,48
full_history,unlimited,2.0,unfinished,0.0,0.0,0.0,48
full_history,unlimited,2.0,questions,0.03125,0.0,0.08333333333333333,48
full_history,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
full_history,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
full_history,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
full_history,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
full_history,unlimited,2.0,predicted_benefit,0.03125,0.0,0.08333333333333333,48
full_history,unlimited,2.0,realized_benefit,0.03125,0.0,0.08333333333333333,48
generic2,unlimited,2.0,loss,0.0625,0.0,0.125,48
generic2,unlimited,2.0,project_correct,0.9375,0.875,1.0,48
generic2,unlimited,2.0,correct,1.9375,1.875,2.0,48
generic2,unlimited,2.0,incorrect,0.0,0.0,0.0,48
generic2,unlimited,2.0,unfinished,0.0625,0.0,0.125,48
generic2,unlimited,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
generic2,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
generic2,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
generic2,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
generic2,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
generic2,unlimited,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
generic2,unlimited,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
ideal_depth2,unlimited,2.0,loss,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,project_correct,1.0,1.0,1.0,48
ideal_depth2,unlimited,2.0,correct,2.0,2.0,2.0,48
ideal_depth2,unlimited,2.0,incorrect,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,unfinished,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,questions,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,predicted_benefit,0.0,0.0,0.0,48
ideal_depth2,unlimited,2.0,realized_benefit,0.0,0.0,0.0,48
no_scope,unlimited,2.0,loss,0.0625,0.0,0.125,48
no_scope,unlimited,2.0,project_correct,0.9375,0.875,1.0,48
no_scope,unlimited,2.0,correct,1.9375,1.875,2.0,48
no_scope,unlimited,2.0,incorrect,0.0,0.0,0.0,48
no_scope,unlimited,2.0,unfinished,0.0625,0.0,0.125,48
no_scope,unlimited,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
no_scope,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
no_scope,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
no_scope,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
no_scope,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
no_scope,unlimited,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
no_scope,unlimited,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
one_step,unlimited,2.0,loss,0.75,0.5520833333333334,0.9479166666666666,48
one_step,unlimited,2.0,project_correct,0.4479166666666667,0.3229166666666667,0.5833333333333334,48
one_step,unlimited,2.0,correct,1.25,1.0520833333333333,1.4479166666666667,48
one_step,unlimited,2.0,incorrect,0.0,0.0,0.0,48
one_step,unlimited,2.0,unfinished,0.75,0.5520833333333334,0.9479166666666666,48
one_step,unlimited,2.0,questions,2.2604166666666665,1.8541666666666667,2.6979166666666665,48
one_step,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
one_step,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
one_step,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
one_step,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
one_step,unlimited,2.0,predicted_benefit,0.9550351520593576,0.7900179142501019,1.1302663691833266,48
one_step,unlimited,2.0,realized_benefit,0.8541666666666666,0.6666666666666666,1.0625,48
request_specific,unlimited,2.0,loss,0.0625,0.0,0.125,48
request_specific,unlimited,2.0,project_correct,0.9375,0.875,1.0,48
request_specific,unlimited,2.0,correct,1.9375,1.875,2.0,48
request_specific,unlimited,2.0,incorrect,0.0,0.0,0.0,48
request_specific,unlimited,2.0,unfinished,0.0625,0.0,0.125,48
request_specific,unlimited,2.0,questions,3.7916666666666665,3.5208333333333335,4.0625,48
request_specific,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
request_specific,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
request_specific,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
request_specific,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
request_specific,unlimited,2.0,predicted_benefit,1.6425351520593576,1.523022949626606,1.7562864619585574,48
request_specific,unlimited,2.0,realized_benefit,1.5416666666666667,1.3645833333333333,1.7083333333333333,48
semantic_memory,unlimited,2.0,loss,0.16666666666666666,0.041666666666666664,0.3333333333333333,48
semantic_memory,unlimited,2.0,project_correct,0.9270833333333334,0.8541666666666666,0.9791666666666666,48
semantic_memory,unlimited,2.0,correct,1.9166666666666667,1.8333333333333333,1.9791666666666667,48
semantic_memory,unlimited,2.0,incorrect,0.08333333333333333,0.020833333333333332,0.16666666666666666,48
semantic_memory,unlimited,2.0,unfinished,0.0,0.0,0.0,48
semantic_memory,unlimited,2.0,questions,2.3125,2.0,2.625,48
semantic_memory,unlimited,2.0,repeated_questions,0.0,0.0,0.0,48
semantic_memory,unlimited,2.0,incorrect_scope_transfers,0.0,0.0,0.0,48
semantic_memory,unlimited,2.0,unresolved_responses,0.0,0.0,0.0,48
semantic_memory,unlimited,2.0,scope_questions,0.0,0.0,0.0,48
semantic_memory,unlimited,2.0,predicted_benefit,1.3580014180330469,1.207674018064305,1.5045866015631424,48
semantic_memory,unlimited,2.0,realized_benefit,1.4375,1.2708333333333333,1.59375,48
completion,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
completion,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
completion,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
completion,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
completion,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
completion,0.0,4.0,questions,0.0,0.0,0.0,48
completion,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
completion,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
completion,0.0,4.0,scope_questions,0.0,0.0,0.0,48
completion,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
completion,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
depth2,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
