family,budget,baseline,loss_difference,wins,ties,losses,instances
large_generic_trap,2.0,generic2,-1.8000000000000014,20,0,0,20
large_generic_trap,2.0,depth3,0.0,0,20,0,20
large_generic_trap,2.0,no_scope,0.0,0,20,0,20
large_generic_trap,2.0,request_specific,-1.8000000000000014,20,0,0,20
large_generic_trap,2.0,memory,-3.000000000000001,20,0,0,20
large_generic_trap,4.0,depth1,-2.6000000000000014,20,0,0,20
large_generic_trap,4.0,completion,-2.6000000000000014,20,0,0,20
large_generic_trap,4.0,generic2,-2.6000000000000014,20,0,0,20
large_generic_trap,4.0,depth3,0.0,0,20,0,20
large_generic_trap,4.0,no_scope,0.0,0,20,0,20
large_generic_trap,4.0,request_specific,-2.0000000000000013,20,0,0,20
large_generic_trap,4.0,memory,-4.200000000000002,20,0,0,20
large_generic_trap,6.0,depth1,-2.6000000000000005,20,0,0,20
large_generic_trap,6.0,completion,-2.6000000000000005,20,0,0,20
large_generic_trap,6.0,generic2,0.0,0,20,0,20
large_generic_trap,6.0,depth3,0.0,0,20,0,20
large_generic_trap,6.0,no_scope,0.0,0,20,0,20
large_generic_trap,6.0,request_specific,-1.4,20,0,0,20
large_generic_trap,6.0,memory,-4.6,20,0,0,20
large_generic_trap,unlimited,depth1,-3.0,20,0,0,20
large_generic_trap,unlimited,completion,0.0,0,20,0,20
large_generic_trap,unlimited,generic2,0.0,0,20,0,20
large_generic_trap,unlimited,depth3,0.0,0,20,0,20
large_generic_trap,unlimited,no_scope,0.0,0,20,0,20
large_generic_trap,unlimited,request_specific,0.0,0,20,0,20
large_generic_trap,unlimited,memory,-5.800000000000001,20,0,0,20
memory_suffices,0.0,depth1,0.0,0,20,0,20
memory_suffices,0.0,completion,0.0,0,20,0,20
memory_suffices,0.0,generic2,0.0,0,20,0,20
memory_suffices,0.0,depth3,0.0,0,20,0,20
memory_suffices,0.0,no_scope,0.0,0,20,0,20
memory_suffices,0.0,request_specific,0.0,0,20,0,20
memory_suffices,0.0,memory,0.0,0,20,0,20
memory_suffices,1.0,depth1,0.0,0,20,0,20
memory_suffices,1.0,completion,0.0,0,20,0,20
memory_suffices,1.0,generic2,0.0,0,20,0,20
memory_suffices,1.0,depth3,0.0,0,20,0,20
memory_suffices,1.0,no_scope,0.0,0,20,0,20
memory_suffices,1.0,request_specific,0.0,0,20,0,20
memory_suffices,1.0,memory,0.0,0,20,0,20
memory_suffices,2.0,depth1,0.0,0,20,0,20
memory_suffices,2.0,completion,0.0,0,20,0,20
memory_suffices,2.0,generic2,0.0,0,20,0,20
memory_suffices,2.0,depth3,0.0,0,20,0,20
memory_suffices,2.0,no_scope,0.0,0,20,0,20
memory_suffices,2.0,request_specific,0.0,0,20,0,20
memory_suffices,2.0,memory,0.0,0,20,0,20
memory_suffices,4.0,depth1,0.0,0,20,0,20
memory_suffices,4.0,completion,0.0,0,20,0,20
memory_suffices,4.0,generic2,0.0,0,20,0,20
memory_suffices,4.0,depth3,0.0,0,20,0,20
memory_suffices,4.0,no_scope,0.0,0,20,0,20
memory_suffices,4.0,request_specific,0.0,0,20,0,20
memory_suffices,4.0,memory,0.0,0,20,0,20
memory_suffices,6.0,depth1,0.0,0,20,0,20
memory_suffices,6.0,completion,0.0,0,20,0,20
memory_suffices,6.0,generic2,0.0,0,20,0,20
memory_suffices,6.0,depth3,0.0,0,20,0,20
memory_suffices,6.0,no_scope,0.0,0,20,0,20
memory_suffices,6.0,request_specific,0.0,0,20,0,20
memory_suffices,6.0,memory,0.0,0,20,0,20
memory_suffices,unlimited,depth1,0.0,0,20,0,20
memory_suffices,unlimited,completion,0.0,0,20,0,20
memory_suffices,unlimited,generic2,0.0,0,20,0,20
memory_suffices,unlimited,depth3,0.0,0,20,0,20
memory_suffices,unlimited,no_scope,0.0,0,20,0,20
memory_suffices,unlimited,request_specific,0.0,0,20,0,20
memory_suffices,unlimited,memory,0.0,0,20,0,20
misspecified,0.0,depth1,0.0,0,20,0,20
misspecified,0.0,completion,0.0,0,20,0,20
misspecified,0.0,generic2,0.0,0,20,0,20
misspecified,0.0,depth3,0.0,0,20,0,20
misspecified,0.0,no_scope,0.0,0,20,0,20
misspecified,0.0,request_specific,0.0,0,20,0,20
misspecified,0.0,memory,0.0,0,20,0,20
misspecified,1.0,depth1,0.0,0,20,0,20
misspecified,1.0,completion,0.0,0,20,0,20
misspecified,1.0,generic2,0.0,0,20,0,20
misspecified,1.0,depth3,0.0,0,20,0,20
misspecified,1.0,no_scope,0.0,0,20,0,20
misspecified,1.0,request_specific,0.0,0,20,0,20
misspecified,1.0,memory,-1.4,7,13,0,20
misspecified,2.0,depth1,0.0,0,20,0,20
misspecified,2.0,completion,0.0,0,20,0,20
misspecified,2.0,generic2,0.0,0,20,0,20
misspecified,2.0,depth3,0.0,0,20,0,20
misspecified,2.0,no_scope,0.0,0,20,0,20
misspecified,2.0,request_specific,0.0,0,20,0,20
misspecified,2.0,memory,-3.6,14,6,0,20
misspecified,4.0,depth1,0.0,0,20,0,20
misspecified,4.0,completion,0.0,0,20,0,20
misspecified,4.0,generic2,0.0,0,20,0,20
misspecified,4.0,depth3,0.0,0,20,0,20
misspecified,4.0,no_scope,0.0,0,20,0,20
misspecified,4.0,request_specific,0.0,0,20,0,20
misspecified,4.0,memory,-6.2,17,3,0,20
misspecified,6.0,depth1,0.0,0,20,0,20
misspecified,6.0,completion,0.0,0,20,0,20
misspecified,6.0,generic2,0.0,0,20,0,20
misspecified,6.0,depth3,0.0,0,20,0,20
misspecified,6.0,no_scope,0.0,0,20,0,20
misspecified,6.0,request_specific,0.0,0,20,0,20
misspecified,6.0,memory,-6.2,17,3,0,20
misspecified,unlimited,depth1,0.0,0,20,0,20
misspecified,unlimited,completion,0.0,0,20,0,20
misspecified,unlimited,generic2,0.0,0,20,0,20
misspecified,unlimited,depth3,0.0,0,20,0,20
misspecified,unlimited,no_scope,0.0,0,20,0,20
misspecified,unlimited,request_specific,0.0,0,20,0,20
misspecified,unlimited,memory,-6.2,17,3,0,20
mixed,0.0,depth1,0.0,0,20,0,20
mixed,0.0,completion,0.0,0,20,0,20
mixed,0.0,generic2,0.0,0,20,0,20
mixed,0.0,depth3,0.0,0,20,0,20
mixed,0.0,no_scope,0.0,0,20,0,20
mixed,0.0,request_specific,0.0,0,20,0,20
mixed,0.0,memory,0.0,0,20,0,20
mixed,1.0,depth1,0.0,0,20,0,20
mixed,1.0,completion,0.0,0,20,0,20
mixed,1.0,generic2,0.0,0,20,0,20
mixed,1.0,depth3,0.0,0,20,0,20
mixed,1.0,no_scope,0.0,0,20,0,20
mixed,1.0,request_specific,0.0,0,20,0,20
mixed,1.0,memory,-1.0,20,0,0,20
mixed,2.0,depth1,-2.0,20,0,0,20
mixed,2.0,completion,-2.0,20,0,0,20
mixed,2.0,generic2,0.0,0,20,0,20
mixed,2.0,depth3,0.0,0,20,0,20
mixed,2.0,no_scope,0.0,0,20,0,20
mixed,2.0,request_specific,-2.0,20,0,0,20
mixed,2.0,memory,-3.0,20,0,0,20
mixed,4.0,depth1,-4.0,20,0,0,20
mixed,4.0,completion,0.0,0,20,0,20
mixed,4.0,generic2,0.0,0,20,0,20
mixed,4.0,depth3,0.0,0,20,0,20
mixed,4.0,no_scope,0.0,0,20,0,20
mixed,4.0,request_specific,-3.0,20,0,0,20
mixed,4.0,memory,-5.0,20,0,0,20
mixed,6.0,depth1,-4.0,20,0,0,20
mixed,6.0,completion,0.0,0,20,0,20
mixed,6.0,generic2,0.0,0,20,0,20
mixed,6.0,depth3,0.0,0,20,0,20
mixed,6.0,no_scope,0.0,0,20,0,20
mixed,6.0,request_specific,-2.0,20,0,0,20
mixed,6.0,memory,-5.0,20,0,0,20
mixed,unlimited,depth1,-4.0,20,0,0,20
mixed,unlimited,completion,0.0,0,20,0,20
mixed,unlimited,generic2,0.0,0,20,0,20
mixed,unlimited,depth3,0.0,0,20,0,20
mixed,unlimited,no_scope,0.0,0,20,0,20
mixed,unlimited,request_specific,0.0,0,20,0,20
mixed,unlimited,memory,-5.0,20,0,0,20
noisy_response,0.0,depth1,0.0,0,20,0,20
noisy_response,0.0,completion,0.0,0,20,0,20
noisy_response,0.0,generic2,0.0,0,20,0,20
noisy_response,0.0,depth3,0.0,0,20,0,20
noisy_response,0.0,no_scope,0.0,0,20,0,20
noisy_response,0.0,request_specific,0.0,0,20,0,20
noisy_response,0.0,memory,0.0,0,20,0,20
noisy_response,1.0,depth1,0.0,0,20,0,20
noisy_response,1.0,completion,0.15,1,16,3,20
noisy_response,1.0,generic2,0.0,0,20,0,20
noisy_response,1.0,depth3,0.0,0,20,0,20
noisy_response,1.0,no_scope,0.0,0,20,0,20
noisy_response,1.0,request_specific,0.0,0,20,0,20
noisy_response,1.0,memory,0.3,9,6,5,20
noisy_response,2.0,depth1,0.0,0,20,0,20
noisy_response,2.0,completion,0.0,0,20,0,20
noisy_response,2.0,generic2,0.0,0,20,0,20
noisy_response,2.0,depth3,0.0,0,20,0,20
noisy_response,2.0,no_scope,0.0,0,20,0,20
noisy_response,2.0,request_specific,0.0,0,20,0,20
noisy_response,2.0,memory,0.0,13,0,7,20
noisy_response,4.0,depth1,0.0,0,20,0,20
noisy_response,4.0,completion,0.0,0,20,0,20
noisy_response,4.0,generic2,0.0,0,20,0,20
noisy_response,4.0,depth3,0.0,0,20,0,20
noisy_response,4.0,no_scope,0.0,0,20,0,20
noisy_response,4.0,request_specific,0.0,0,20,0,20
noisy_response,4.0,memory,-0.7,13,2,5,20
noisy_response,6.0,depth1,0.0,0,20,0,20
noisy_response,6.0,completion,0.0,0,20,0,20
noisy_response,6.0,generic2,0.0,0,20,0,20
noisy_response,6.0,depth3,0.0,0,20,0,20
noisy_response,6.0,no_scope,0.0,0,20,0,20
noisy_response,6.0,request_specific,0.0,0,20,0,20
noisy_response,6.0,memory,-0.7,13,2,5,20
noisy_response,unlimited,depth1,0.0,0,20,0,20
noisy_response,unlimited,completion,0.0,0,20,0,20
noisy_response,unlimited,generic2,0.0,0,20,0,20
noisy_response,unlimited,depth3,0.0,0,20,0,20
noisy_response,unlimited,no_scope,0.0,0,20,0,20
noisy_response,unlimited,request_specific,0.0,0,20,0,20
noisy_response,unlimited,memory,-0.7,13,2,5,20
revision,0.0,depth1,0.0,0,20,0,20
revision,0.0,completion,0.0,0,20,0,20
revision,0.0,generic2,0.0,0,20,0,20
revision,0.0,depth3,0.0,0,20,0,20
revision,0.0,no_scope,0.0,0,20,0,20
revision,0.0,request_specific,0.0,0,20,0,20
revision,0.0,memory,0.0,0,20,0,20
revision,1.0,depth1,0.0,0,20,0,20
revision,1.0,completion,0.0,0,20,0,20
revision,1.0,generic2,0.0,0,20,0,20
revision,1.0,depth3,0.0,0,20,0,20
revision,1.0,no_scope,0.0,0,20,0,20
revision,1.0,request_specific,0.0,0,20,0,20
revision,1.0,memory,-1.0,20,0,0,20
revision,2.0,depth1,0.0,0,20,0,20
revision,2.0,completion,0.0,0,20,0,20
revision,2.0,generic2,0.0,0,20,0,20
revision,2.0,depth3,0.0,0,20,0,20
revision,2.0,no_scope,0.0,0,20,0,20
revision,2.0,request_specific,0.0,0,20,0,20
revision,2.0,memory,-1.0,20,0,0,20
revision,4.0,depth1,0.0,0,20,0,20
revision,4.0,completion,0.0,0,20,0,20
revision,4.0,generic2,0.0,0,20,0,20
revision,4.0,depth3,0.0,0,20,0,20
revision,4.0,no_scope,0.0,0,20,0,20
revision,4.0,request_specific,0.0,0,20,0,20
revision,4.0,memory,-1.0,20,0,0,20
revision,6.0,depth1,0.0,0,20,0,20
revision,6.0,completion,0.0,0,20,0,20
revision,6.0,generic2,0.0,0,20,0,20
revision,6.0,depth3,0.0,0,20,0,20
revision,6.0,no_scope,0.0,0,20,0,20
revision,6.0,request_specific,0.0,0,20,0,20
revision,6.0,memory,-1.0,20,0,0,20
revision,unlimited,depth1,0.0,0,20,0,20
revision,unlimited,completion,0.0,0,20,0,20
revision,unlimited,generic2,0.0,0,20,0,20
revision,unlimited,depth3,0.0,0,20,0,20
revision,unlimited,no_scope,0.0,0,20,0,20
revision,unlimited,request_specific,0.0,0,20,0,20
revision,unlimited,memory,-1.0,20,0,0,20
revocation,0.0,depth1,0.0,0,20,0,20
revocation,0.0,completion,0.0,0,20,0,20
revocation,0.0,generic2,0.0,0,20,0,20
revocation,0.0,depth3,0.0,0,20,0,20
revocation,0.0,no_scope,0.0,0,20,0,20
revocation,0.0,request_specific,0.0,0,20,0,20
revocation,0.0,memory,0.0,0,20,0,20
revocation,1.0,depth1,0.0,0,20,0,20
revocation,1.0,completion,0.0,0,20,0,20
revocation,1.0,generic2,0.0,0,20,0,20
revocation,1.0,depth3,0.0,0,20,0,20
revocation,1.0,no_scope,0.0,0,20,0,20
revocation,1.0,request_specific,0.0,0,20,0,20
revocation,1.0,memory,2.0,0,0,20,20
revocation,2.0,depth1,0.0,0,20,0,20
revocation,2.0,completion,0.0,0,20,0,20
revocation,2.0,generic2,0.0,0,20,0,20
revocation,2.0,depth3,0.0,0,20,0,20
revocation,2.0,no_scope,0.0,0,20,0,20
revocation,2.0,request_specific,-2.0,20,0,0,20
revocation,2.0,memory,-1.0,20,0,0,20
revocation,4.0,depth1,0.0,0,20,0,20
revocation,4.0,completion,0.0,0,20,0,20
revocation,4.0,generic2,0.0,0,20,0,20
revocation,4.0,depth3,0.0,0,20,0,20
revocation,4.0,no_scope,0.0,0,20,0,20
revocation,4.0,request_specific,0.0,0,20,0,20
revocation,4.0,memory,-1.0,20,0,0,20
revocation,6.0,depth1,0.0,0,20,0,20
revocation,6.0,completion,0.0,0,20,0,20
revocation,6.0,generic2,0.0,0,20,0,20
revocation,6.0,depth3,0.0,0,20,0,20
revocation,6.0,no_scope,0.0,0,20,0,20
revocation,6.0,request_specific,0.0,0,20,0,20
revocation,6.0,memory,-1.0,20,0,0,20
revocation,unlimited,depth1,0.0,0,20,0,20
revocation,unlimited,completion,0.0,0,20,0,20
revocation,unlimited,generic2,0.0,0,20,0,20
revocation,unlimited,depth3,0.0,0,20,0,20
revocation,unlimited,no_scope,0.0,0,20,0,20
revocation,unlimited,request_specific,0.0,0,20,0,20
revocation,unlimited,memory,-1.0,20,0,0,20
scope_exception,0.0,depth1,0.0,0,20,0,20
scope_exception,0.0,completion,0.0,0,20,0,20
scope_exception,0.0,generic2,0.0,0,20,0,20
scope_exception,0.0,depth3,0.0,0,20,0,20
scope_exception,0.0,no_scope,0.0,0,20,0,20
scope_exception,0.0,request_specific,0.0,0,20,0,20
scope_exception,0.0,memory,0.0,0,20,0,20
scope_exception,1.0,depth1,0.0,0,20,0,20
scope_exception,1.0,completion,0.0,0,20,0,20
scope_exception,1.0,generic2,0.0,0,20,0,20
scope_exception,1.0,depth3,0.0,0,20,0,20
scope_exception,1.0,no_scope,0.0,0,20,0,20
scope_exception,1.0,request_specific,0.8,11,0,9,20
scope_exception,1.0,memory,1.6,11,0,9,20
scope_exception,2.0,depth1,0.0,0,20,0,20
scope_exception,2.0,completion,0.0,0,20,0,20
scope_exception,2.0,generic2,0.0,0,20,0,20
scope_exception,2.0,depth3,0.0,0,20,0,20
scope_exception,2.0,no_scope,0.0,0,20,0,20
scope_exception,2.0,request_specific,-0.4,2,18,0,20
scope_exception,2.0,memory,1.2,11,0,9,20
scope_exception,4.0,depth1,0.0,0,20,0,20
scope_exception,4.0,completion,0.0,0,20,0,20
scope_exception,4.0,generic2,0.0,0,20,0,20
scope_exception,4.0,depth3,0.0,0,20,0,20
scope_exception,4.0,no_scope,0.0,0,20,0,20
scope_exception,4.0,request_specific,0.0,0,20,0,20
scope_exception,4.0,memory,1.2,11,0,9,20
scope_exception,6.0,depth1,0.0,0,20,0,20
scope_exception,6.0,completion,0.0,0,20,0,20
scope_exception,6.0,generic2,0.0,0,20,0,20
scope_exception,6.0,depth3,0.0,0,20,0,20
scope_exception,6.0,no_scope,0.0,0,20,0,20
scope_exception,6.0,request_specific,0.0,0,20,0,20
scope_exception,6.0,memory,1.2,11,0,9,20
scope_exception,unlimited,depth1,0.0,0,20,0,20
scope_exception,unlimited,completion,0.0,0,20,0,20
scope_exception,unlimited,generic2,0.0,0,20,0,20
scope_exception,unlimited,depth3,0.0,0,20,0,20
scope_exception,unlimited,no_scope,0.0,0,20,0,20
scope_exception,unlimited,request_specific,0.0,0,20,0,20
scope_exception,unlimited,memory,1.2,11,0,9,20
shared,0.0,depth1,0.0,0,20,0,20
shared,0.0,completion,0.0,0,20,0,20
shared,0.0,generic2,0.0,0,20,0,20
shared,0.0,depth3,0.0,0,20,0,20
shared,0.0,no_scope,0.0,0,20,0,20
shared,0.0,request_specific,0.0,0,20,0,20
shared,0.0,memory,0.0,0,20,0,20
shared,1.0,depth1,0.0,0,20,0,20
shared,1.0,completion,-0.3,1,14,5,20
shared,1.0,generic2,0.0,0,20,0,20
shared,1.0,depth3,0.0,0,20,0,20
shared,1.0,no_scope,0.0,0,20,0,20
shared,1.0,request_specific,-1.7,15,0,5,20
shared,1.0,memory,-2.7,15,5,0,20
shared,2.0,depth1,0.0,0,20,0,20
shared,2.0,completion,0.0,0,20,0,20
shared,2.0,generic2,0.0,0,20,0,20
shared,2.0,depth3,0.0,0,20,0,20
shared,2.0,no_scope,0.0,0,20,0,20
shared,2.0,request_specific,-1.8,15,5,0,20
shared,2.0,memory,-3.7,20,0,0,20
shared,4.0,depth1,0.0,0,20,0,20
shared,4.0,completion,0.0,0,20,0,20
shared,4.0,generic2,0.0,0,20,0,20
shared,4.0,depth3,0.0,0,20,0,20
shared,4.0,no_scope,0.0,0,20,0,20
shared,4.0,request_specific,0.0,0,20,0,20
shared,4.0,memory,-3.7,20,0,0,20
shared,6.0,depth1,0.0,0,20,0,20
shared,6.0,completion,0.0,0,20,0,20
shared,6.0,generic2,0.0,0,20,0,20
shared,6.0,depth3,0.0,0,20,0,20
shared,6.0,no_scope,0.0,0,20,0,20
shared,6.0,request_specific,0.0,0,20,0,20
shared,6.0,memory,-3.7,20,0,0,20
shared,unlimited,depth1,0.0,0,20,0,20
shared,unlimited,completion,0.0,0,20,0,20
shared,unlimited,generic2,0.0,0,20,0,20
shared,unlimited,depth3,0.0,0,20,0,20
shared,unlimited,no_scope,0.0,0,20,0,20
shared,unlimited,request_specific,0.0,0,20,0,20
shared,unlimited,memory,-3.7,20,0,0,20
unresolved_response,0.0,depth1,0.0,0,20,0,20
unresolved_response,0.0,completion,0.0,0,20,0,20
unresolved_response,0.0,generic2,0.0,0,20,0,20
unresolved_response,0.0,depth3,0.0,0,20,0,20
unresolved_response,0.0,no_scope,0.0,0,20,0,20
unresolved_response,0.0,request_specific,0.0,0,20,0,20
unresolved_response,0.0,memory,0.0,0,20,0,20
unresolved_response,1.0,depth1,0.0,0,20,0,20
unresolved_response,1.0,completion,0.0,0,20,0,20
unresolved_response,1.0,generic2,0.0,0,20,0,20
unresolved_response,1.0,depth3,0.0,0,20,0,20
unresolved_response,1.0,no_scope,0.0,0,20,0,20
unresolved_response,1.0,request_specific,0.0,0,20,0,20
unresolved_response,1.0,memory,-0.7,14,6,0,20
unresolved_response,2.0,depth1,0.0,0,20,0,20
unresolved_response,2.0,completion,0.0,0,20,0,20
unresolved_response,2.0,generic2,0.0,0,20,0,20
unresolved_response,2.0,depth3,0.0,0,20,0,20
unresolved_response,2.0,no_scope,0.0,0,20,0,20
unresolved_response,2.0,request_specific,0.0,0,20,0,20
unresolved_response,2.0,memory,-1.4,19,1,0,20
unresolved_response,4.0,depth1,0.0,0,20,0,20
unresolved_response,4.0,completion,0.0,0,20,0,20
unresolved_response,4.0,generic2,0.0,0,20,0,20
unresolved_response,4.0,depth3,0.0,0,20,0,20
unresolved_response,4.0,no_scope,0.0,0,20,0,20
unresolved_response,4.0,request_specific,0.0,0,20,0,20
unresolved_response,4.0,memory,-2.7,19,1,0,20
unresolved_response,6.0,depth1,0.0,0,20,0,20
unresolved_response,6.0,completion,0.0,0,20,0,20
unresolved_response,6.0,generic2,0.0,0,20,0,20
unresolved_response,6.0,depth3,0.0,0,20,0,20
unresolved_response,6.0,no_scope,0.0,0,20,0,20
unresolved_response,6.0,request_specific,0.0,0,20,0,20
unresolved_response,6.0,memory,-2.7,19,1,0,20
unresolved_response,unlimited,depth1,0.0,0,20,0,20
unresolved_response,unlimited,completion,0.0,0,20,0,20
unresolved_response,unlimited,generic2,0.0,0,20,0,20
unresolved_response,unlimited,depth3,0.0,0,20,0,20
unresolved_response,unlimited,no_scope,0.0,0,20,0,20
unresolved_response,unlimited,request_specific,0.0,0,20,0,20
unresolved_response,unlimited,memory,-2.7,19,1,0,20
wrong_sharing,0.0,depth1,0.0,0,20,0,20
wrong_sharing,0.0,completion,0.0,0,20,0,20
wrong_sharing,0.0,generic2,0.0,0,20,0,20
wrong_sharing,0.0,depth3,0.0,0,20,0,20
wrong_sharing,0.0,no_scope,0.0,0,20,0,20
wrong_sharing,0.0,request_specific,0.0,0,20,0,20
wrong_sharing,0.0,memory,0.0,0,20,0,20
wrong_sharing,1.0,depth1,0.0,0,20,0,20
wrong_sharing,1.0,completion,4.4,4,0,16,20
wrong_sharing,1.0,generic2,0.0,0,20,0,20
wrong_sharing,1.0,depth3,0.0,0,20,0,20
wrong_sharing,1.0,no_scope,0.0,0,20,0,20
wrong_sharing,1.0,request_specific,1.8,4,1,15,20
wrong_sharing,1.0,memory,-0.8,2,18,0,20
wrong_sharing,2.0,depth1,0.0,0,20,0,20
wrong_sharing,2.0,completion,0.0,0,20,0,20
wrong_sharing,2.0,generic2,0.0,0,20,0,20
wrong_sharing,2.0,depth3,0.0,0,20,0,20
wrong_sharing,2.0,no_scope,0.0,0,20,0,20
wrong_sharing,2.0,request_specific,-0.4,2,18,0,20
wrong_sharing,2.0,memory,-5.6,17,0,3,20
wrong_sharing,4.0,depth1,0.0,0,20,0,20
wrong_sharing,4.0,completion,0.0,0,20,0,20
wrong_sharing,4.0,generic2,0.0,0,20,0,20
wrong_sharing,4.0,depth3,0.0,0,20,0,20
wrong_sharing,4.0,no_scope,0.0,0,20,0,20
wrong_sharing,4.0,request_specific,0.0,0,20,0,20
wrong_sharing,4.0,memory,-5.6,17,0,3,20
wrong_sharing,6.0,depth1,0.0,0,20,0,20
wrong_sharing,6.0,completion,0.0,0,20,0,20
wrong_sharing,6.0,generic2,0.0,0,20,0,20
wrong_sharing,6.0,depth3,0.0,0,20,0,20
wrong_sharing,6.0,no_scope,0.0,0,20,0,20
wrong_sharing,6.0,request_specific,0.0,0,20,0,20
wrong_sharing,6.0,memory,-5.6,17,0,3,20
wrong_sharing,unlimited,depth1,0.0,0,20,0,20
wrong_sharing,unlimited,completion,0.0,0,20,0,20
wrong_sharing,unlimited,generic2,0.0,0,20,0,20
wrong_sharing,unlimited,depth3,0.0,0,20,0,20
wrong_sharing,unlimited,no_scope,0.0,0,20,0,20
wrong_sharing,unlimited,request_specific,0.0,0,20,0,20
wrong_sharing,unlimited,memory,-5.6,17,0,3,20
zero_value,0.0,depth1,0.0,0,20,0,20
zero_value,0.0,completion,0.0,0,20,0,20
zero_value,0.0,generic2,0.0,0,20,0,20
zero_value,0.0,depth3,0.0,0,20,0,20
zero_value,0.0,no_scope,0.0,0,20,0,20
zero_value,0.0,request_specific,0.0,0,20,0,20
zero_value,0.0,memory,0.0,0,20,0,20
zero_value,1.0,depth1,0.0,0,20,0,20
zero_value,1.0,completion,0.0,0,20,0,20
zero_value,1.0,generic2,0.0,0,20,0,20
zero_value,1.0,depth3,0.0,0,20,0,20
zero_value,1.0,no_scope,0.0,0,20,0,20
zero_value,1.0,request_specific,0.0,0,20,0,20
zero_value,1.0,memory,0.0,0,20,0,20
zero_value,2.0,depth1,0.0,0,20,0,20
zero_value,2.0,completion,0.0,0,20,0,20
zero_value,2.0,generic2,0.0,0,20,0,20
zero_value,2.0,depth3,0.0,0,20,0,20
zero_value,2.0,no_scope,0.0,0,20,0,20
zero_value,2.0,request_specific,0.0,0,20,0,20
zero_value,2.0,memory,0.0,0,20,0,20
zero_value,4.0,depth1,0.0,0,20,0,20
zero_value,4.0,completion,0.0,0,20,0,20
zero_value,4.0,generic2,0.0,0,20,0,20
zero_value,4.0,depth3,0.0,0,20,0,20
zero_value,4.0,no_scope,0.0,0,20,0,20
zero_value,4.0,request_specific,0.0,0,20,0,20
zero_value,4.0,memory,0.0,0,20,0,20
zero_value,6.0,depth1,0.0,0,20,0,20
zero_value,6.0,completion,0.0,0,20,0,20
zero_value,6.0,generic2,0.0,0,20,0,20
zero_value,6.0,depth3,0.0,0,20,0,20
zero_value,6.0,no_scope,0.0,0,20,0,20
zero_value,6.0,request_specific,0.0,0,20,0,20
zero_value,6.0,memory,0.0,0,20,0,20
zero_value,unlimited,depth1,0.0,0,20,0,20
zero_value,unlimited,completion,0.0,0,20,0,20
zero_value,unlimited,generic2,0.0,0,20,0,20
zero_value,unlimited,depth3,0.0,0,20,0,20
zero_value,unlimited,no_scope,0.0,0,20,0,20
zero_value,unlimited,request_specific,0.0,0,20,0,20
zero_value,unlimited,memory,0.0,0,20,0,20
