context,rep,method,step,donor,recipient,donor_initial_correct,donor_current_correct,help,harm,scale_fixed,scale_harmed,relation
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,1,4ff6daa82c801aec0ba99bc66c830bc6,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,0,0,0,evidence
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,1,4ff6daa82c801aec0ba99bc66c830bc6,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,1,4ff6daa82c801aec0ba99bc66c830bc6,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,1,0,1,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,2,4b3da5e65da1ec752806e0f145a93544,1eefb8a6e023d742f3afec9d7fe47974,1.0,1.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,reattempt,1,4ff6daa82c801aec0ba99bc66c830bc6,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,1,0,0,evidence
9a43ac474979cb7ecf516b5a8e7849ee,0,reattempt,2,c1b603a70e0ae7c693dd5ee6faae8185,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,1,30971c97bde0b00c35bc356eac854635,4ff6daa82c801aec0ba99bc66c830bc6,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,1,30971c97bde0b00c35bc356eac854635,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,1,30971c97bde0b00c35bc356eac854635,1eefb8a6e023d742f3afec9d7fe47974,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,1,30971c97bde0b00c35bc356eac854635,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,1,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,1,30971c97bde0b00c35bc356eac854635,4b3da5e65da1ec752806e0f145a93544,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,2,4ff6daa82c801aec0ba99bc66c830bc6,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,2,4ff6daa82c801aec0ba99bc66c830bc6,1eefb8a6e023d742f3afec9d7fe47974,0.0,0.0,1,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,2,4ff6daa82c801aec0ba99bc66c830bc6,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,2,4ff6daa82c801aec0ba99bc66c830bc6,4b3da5e65da1ec752806e0f145a93544,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,1,source_rule,1,30971c97bde0b00c35bc356eac854635,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,fixed_audit,1,30971c97bde0b00c35bc356eac854635,4ff6daa82c801aec0ba99bc66c830bc6,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,fixed_audit,1,30971c97bde0b00c35bc356eac854635,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,fixed_audit,2,4ff6daa82c801aec0ba99bc66c830bc6,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,adaptive,1,30971c97bde0b00c35bc356eac854635,4ff6daa82c801aec0ba99bc66c830bc6,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,adaptive,1,30971c97bde0b00c35bc356eac854635,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,adaptive,2,1eefb8a6e023d742f3afec9d7fe47974,4b3da5e65da1ec752806e0f145a93544,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,1,reattempt,1,30971c97bde0b00c35bc356eac854635,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,memory,1,4665efb69ad44f699b35aaad22a59229,42075d922a58203ffec3da68c9a18470,0.0,0.0,1,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,memory,1,4665efb69ad44f699b35aaad22a59229,98251769ea613235ffdac57a28787fc8,0.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,memory,1,4665efb69ad44f699b35aaad22a59229,be7455024560f1e4fa6eea9d7d9f043f,0.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,memory,1,4665efb69ad44f699b35aaad22a59229,494513cc45af080b70baeba21591262e,0.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,memory,1,4665efb69ad44f699b35aaad22a59229,9d2db9cd4e40f348ec38bf90eeac3d80,0.0,0.0,0,1,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,memory,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,0.0,1.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,memory,2,42075d922a58203ffec3da68c9a18470,be7455024560f1e4fa6eea9d7d9f043f,0.0,1.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,memory,2,42075d922a58203ffec3da68c9a18470,494513cc45af080b70baeba21591262e,0.0,1.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,memory,2,42075d922a58203ffec3da68c9a18470,9d2db9cd4e40f348ec38bf90eeac3d80,0.0,1.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,source_rule,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,0.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,fixed_audit,1,4665efb69ad44f699b35aaad22a59229,42075d922a58203ffec3da68c9a18470,0.0,0.0,1,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,fixed_audit,1,4665efb69ad44f699b35aaad22a59229,98251769ea613235ffdac57a28787fc8,0.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,fixed_audit,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,0.0,1.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,adaptive,1,4665efb69ad44f699b35aaad22a59229,42075d922a58203ffec3da68c9a18470,0.0,0.0,1,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,adaptive,1,4665efb69ad44f699b35aaad22a59229,98251769ea613235ffdac57a28787fc8,0.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,adaptive,2,494513cc45af080b70baeba21591262e,9d2db9cd4e40f348ec38bf90eeac3d80,1.0,1.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,0,adaptive,2,494513cc45af080b70baeba21591262e,be7455024560f1e4fa6eea9d7d9f043f,1.0,1.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,0,reattempt,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,0.0,0.0,0,0,0,1,lexical
5f0466453acb53d17eee77ec763d9a98,1,memory,1,4665efb69ad44f699b35aaad22a59229,42075d922a58203ffec3da68c9a18470,0.0,0.0,0,1,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,memory,1,4665efb69ad44f699b35aaad22a59229,98251769ea613235ffdac57a28787fc8,0.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,memory,1,4665efb69ad44f699b35aaad22a59229,be7455024560f1e4fa6eea9d7d9f043f,0.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,memory,1,4665efb69ad44f699b35aaad22a59229,494513cc45af080b70baeba21591262e,0.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,memory,1,4665efb69ad44f699b35aaad22a59229,9d2db9cd4e40f348ec38bf90eeac3d80,0.0,0.0,0,1,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,memory,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,1.0,0.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,memory,2,42075d922a58203ffec3da68c9a18470,be7455024560f1e4fa6eea9d7d9f043f,1.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,memory,2,42075d922a58203ffec3da68c9a18470,494513cc45af080b70baeba21591262e,1.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,memory,2,42075d922a58203ffec3da68c9a18470,9d2db9cd4e40f348ec38bf90eeac3d80,1.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,source_rule,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,1.0,1.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,1,4665efb69ad44f699b35aaad22a59229,42075d922a58203ffec3da68c9a18470,0.0,0.0,0,1,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,1,4665efb69ad44f699b35aaad22a59229,98251769ea613235ffdac57a28787fc8,0.0,0.0,1,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,1.0,0.0,0,1,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,2,42075d922a58203ffec3da68c9a18470,be7455024560f1e4fa6eea9d7d9f043f,1.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,2,42075d922a58203ffec3da68c9a18470,494513cc45af080b70baeba21591262e,1.0,0.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,adaptive,1,4665efb69ad44f699b35aaad22a59229,42075d922a58203ffec3da68c9a18470,0.0,0.0,0,1,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,adaptive,1,4665efb69ad44f699b35aaad22a59229,98251769ea613235ffdac57a28787fc8,0.0,0.0,1,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,adaptive,2,494513cc45af080b70baeba21591262e,9d2db9cd4e40f348ec38bf90eeac3d80,1.0,1.0,0,0,0,0,lexical
5f0466453acb53d17eee77ec763d9a98,1,adaptive,2,494513cc45af080b70baeba21591262e,be7455024560f1e4fa6eea9d7d9f043f,1.0,1.0,0,0,0,0,context
5f0466453acb53d17eee77ec763d9a98,1,reattempt,2,42075d922a58203ffec3da68c9a18470,98251769ea613235ffdac57a28787fc8,1.0,1.0,0,0,0,1,lexical
5e5f8b76df669b1a32df3074c2c551be,0,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,0.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,0,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,dce800aa37e3a6c06890c0e53b831172,0.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,0,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,635d756eb2458f9cb07ad2fc9ef5ce7a,0.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,0,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,0a93be286b8406c4ffb1c0e0053afd7d,0.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,0,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,82a48abedc1e5cfed2abad3c9a10ae56,0.0,0.0,0,1,0,0,context
5e5f8b76df669b1a32df3074c2c551be,0,memory,2,3bff27eb2944cb199f863d6eb50bb06d,dce800aa37e3a6c06890c0e53b831172,0.0,0.0,0,0,0,0,evidence
5e5f8b76df669b1a32df3074c2c551be,0,memory,2,3bff27eb2944cb199f863d6eb50bb06d,635d756eb2458f9cb07ad2fc9ef5ce7a,0.0,0.0,0,0,0,0,evidence
5e5f8b76df669b1a32df3074c2c551be,0,memory,2,3bff27eb2944cb199f863d6eb50bb06d,82a48abedc1e5cfed2abad3c9a10ae56,0.0,0.0,1,0,0,0,evidence
5e5f8b76df669b1a32df3074c2c551be,0,memory,2,3bff27eb2944cb199f863d6eb50bb06d,0a93be286b8406c4ffb1c0e0053afd7d,0.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,0,source_rule,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,0.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,0,fixed_audit,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,0.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,0,fixed_audit,2,3bff27eb2944cb199f863d6eb50bb06d,82a48abedc1e5cfed2abad3c9a10ae56,0.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,0,adaptive,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,0.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,0,reattempt,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,0.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,1,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,1.0,1.0,0,1,0,1,lexical
5e5f8b76df669b1a32df3074c2c551be,1,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,dce800aa37e3a6c06890c0e53b831172,1.0,1.0,0,0,0,1,context
5e5f8b76df669b1a32df3074c2c551be,1,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,635d756eb2458f9cb07ad2fc9ef5ce7a,1.0,1.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,0a93be286b8406c4ffb1c0e0053afd7d,1.0,1.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,memory,1,d82ccbf862bbea0c2a60bf0f08df9c5d,82a48abedc1e5cfed2abad3c9a10ae56,1.0,1.0,0,1,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,memory,2,3bff27eb2944cb199f863d6eb50bb06d,dce800aa37e3a6c06890c0e53b831172,1.0,0.0,0,0,1,0,evidence
5e5f8b76df669b1a32df3074c2c551be,1,memory,2,3bff27eb2944cb199f863d6eb50bb06d,82a48abedc1e5cfed2abad3c9a10ae56,1.0,0.0,0,0,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,1,memory,2,3bff27eb2944cb199f863d6eb50bb06d,635d756eb2458f9cb07ad2fc9ef5ce7a,1.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,memory,2,3bff27eb2944cb199f863d6eb50bb06d,0a93be286b8406c4ffb1c0e0053afd7d,1.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,source_rule,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,1.0,1.0,0,1,0,1,lexical
5e5f8b76df669b1a32df3074c2c551be,1,source_rule,2,3bff27eb2944cb199f863d6eb50bb06d,82a48abedc1e5cfed2abad3c9a10ae56,1.0,0.0,0,1,0,0,lexical
5e5f8b76df669b1a32df3074c2c551be,1,fixed_audit,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,1.0,1.0,0,1,0,1,lexical
5e5f8b76df669b1a32df3074c2c551be,1,fixed_audit,1,d82ccbf862bbea0c2a60bf0f08df9c5d,dce800aa37e3a6c06890c0e53b831172,1.0,1.0,0,0,0,1,context
5e5f8b76df669b1a32df3074c2c551be,1,fixed_audit,1,d82ccbf862bbea0c2a60bf0f08df9c5d,635d756eb2458f9cb07ad2fc9ef5ce7a,1.0,1.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,fixed_audit,2,3bff27eb2944cb199f863d6eb50bb06d,dce800aa37e3a6c06890c0e53b831172,1.0,0.0,0,0,1,0,evidence
5e5f8b76df669b1a32df3074c2c551be,1,fixed_audit,2,3bff27eb2944cb199f863d6eb50bb06d,635d756eb2458f9cb07ad2fc9ef5ce7a,1.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,fixed_audit,2,3bff27eb2944cb199f863d6eb50bb06d,0a93be286b8406c4ffb1c0e0053afd7d,1.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,adaptive,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,1.0,1.0,0,1,0,1,lexical
5e5f8b76df669b1a32df3074c2c551be,1,adaptive,1,d82ccbf862bbea0c2a60bf0f08df9c5d,dce800aa37e3a6c06890c0e53b831172,1.0,1.0,0,0,0,1,context
5e5f8b76df669b1a32df3074c2c551be,1,adaptive,1,d82ccbf862bbea0c2a60bf0f08df9c5d,635d756eb2458f9cb07ad2fc9ef5ce7a,1.0,1.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,adaptive,2,3bff27eb2944cb199f863d6eb50bb06d,dce800aa37e3a6c06890c0e53b831172,1.0,0.0,0,0,1,0,evidence
5e5f8b76df669b1a32df3074c2c551be,1,adaptive,2,3bff27eb2944cb199f863d6eb50bb06d,635d756eb2458f9cb07ad2fc9ef5ce7a,1.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,adaptive,2,3bff27eb2944cb199f863d6eb50bb06d,0a93be286b8406c4ffb1c0e0053afd7d,1.0,0.0,0,0,0,0,context
5e5f8b76df669b1a32df3074c2c551be,1,reattempt,1,d82ccbf862bbea0c2a60bf0f08df9c5d,3bff27eb2944cb199f863d6eb50bb06d,1.0,1.0,0,1,0,1,lexical
5e5f8b76df669b1a32df3074c2c551be,1,reattempt,2,3bff27eb2944cb199f863d6eb50bb06d,82a48abedc1e5cfed2abad3c9a10ae56,1.0,0.0,0,0,0,0,evidence
eb68753385d270d4b17f5b370691851a,0,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,3ab5a21154cdfa603c0fcd66d909810e,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,61a278072de57fe1e48c9eb9beeb09f4,1.0,1.0,0,0,0,0,context
eb68753385d270d4b17f5b370691851a,0,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,f4841f44c2e470088dc596e62a5cc57f,1.0,1.0,0,0,0,0,context
eb68753385d270d4b17f5b370691851a,0,memory,2,62f53cff04d0cd9fee521613e97978b7,f4841f44c2e470088dc596e62a5cc57f,0.0,0.0,1,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,memory,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,memory,2,62f53cff04d0cd9fee521613e97978b7,61a278072de57fe1e48c9eb9beeb09f4,0.0,0.0,0,0,0,0,context
eb68753385d270d4b17f5b370691851a,0,memory,2,62f53cff04d0cd9fee521613e97978b7,3ab5a21154cdfa603c0fcd66d909810e,0.0,0.0,1,0,0,0,context
eb68753385d270d4b17f5b370691851a,0,source_rule,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,source_rule,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,source_rule,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,fixed_audit,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,fixed_audit,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,fixed_audit,1,63fca6b21cf24a7e5901c0de3c26c2e0,3ab5a21154cdfa603c0fcd66d909810e,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,fixed_audit,2,62f53cff04d0cd9fee521613e97978b7,f4841f44c2e470088dc596e62a5cc57f,0.0,0.0,1,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,fixed_audit,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,adaptive,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,adaptive,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,adaptive,1,63fca6b21cf24a7e5901c0de3c26c2e0,3ab5a21154cdfa603c0fcd66d909810e,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,adaptive,2,f4841f44c2e470088dc596e62a5cc57f,62f53cff04d0cd9fee521613e97978b7,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,adaptive,2,f4841f44c2e470088dc596e62a5cc57f,3ab5a21154cdfa603c0fcd66d909810e,0.0,0.0,1,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,reattempt,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,0,0,1,lexical
eb68753385d270d4b17f5b370691851a,0,reattempt,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,0,reattempt,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,3ab5a21154cdfa603c0fcd66d909810e,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,61a278072de57fe1e48c9eb9beeb09f4,1.0,1.0,0,1,0,0,context
eb68753385d270d4b17f5b370691851a,1,memory,1,63fca6b21cf24a7e5901c0de3c26c2e0,f4841f44c2e470088dc596e62a5cc57f,1.0,1.0,0,0,0,0,context
eb68753385d270d4b17f5b370691851a,1,memory,2,62f53cff04d0cd9fee521613e97978b7,f4841f44c2e470088dc596e62a5cc57f,1.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,memory,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,1.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,memory,2,62f53cff04d0cd9fee521613e97978b7,61a278072de57fe1e48c9eb9beeb09f4,1.0,0.0,0,0,0,0,context
eb68753385d270d4b17f5b370691851a,1,memory,2,62f53cff04d0cd9fee521613e97978b7,3ab5a21154cdfa603c0fcd66d909810e,1.0,0.0,0,0,0,0,context
eb68753385d270d4b17f5b370691851a,1,source_rule,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,source_rule,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,source_rule,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,1.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,fixed_audit,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,fixed_audit,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,fixed_audit,1,63fca6b21cf24a7e5901c0de3c26c2e0,3ab5a21154cdfa603c0fcd66d909810e,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,fixed_audit,2,62f53cff04d0cd9fee521613e97978b7,f4841f44c2e470088dc596e62a5cc57f,1.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,fixed_audit,2,62f53cff04d0cd9fee521613e97978b7,7d4bdeda7b114d51fa835e7bad363056,1.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,fixed_audit,2,62f53cff04d0cd9fee521613e97978b7,61a278072de57fe1e48c9eb9beeb09f4,1.0,0.0,0,1,0,0,context
eb68753385d270d4b17f5b370691851a,1,adaptive,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,1,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,adaptive,1,63fca6b21cf24a7e5901c0de3c26c2e0,7d4bdeda7b114d51fa835e7bad363056,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,adaptive,1,63fca6b21cf24a7e5901c0de3c26c2e0,3ab5a21154cdfa603c0fcd66d909810e,1.0,1.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,adaptive,2,f4841f44c2e470088dc596e62a5cc57f,62f53cff04d0cd9fee521613e97978b7,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,adaptive,2,f4841f44c2e470088dc596e62a5cc57f,3ab5a21154cdfa603c0fcd66d909810e,0.0,0.0,0,0,0,0,lexical
eb68753385d270d4b17f5b370691851a,1,reattempt,1,63fca6b21cf24a7e5901c0de3c26c2e0,62f53cff04d0cd9fee521613e97978b7,1.0,1.0,0,1,0,0,lexical
